,path,label,size,width,height,aspect ratio,range,std
cat.10012.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10012.jpg,cat,"(250, 166)",250,166,1.5060240963855422,255,61.54801559409406
cat.10013.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10013.jpg,cat,"(500, 374)",500,374,1.3368983957219251,255,71.08253058884311
cat.10014.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10014.jpg,cat,"(372, 500)",372,500,0.744,255,51.60936526066866
cat.10015.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10015.jpg,cat,"(500, 339)",500,339,1.4749262536873156,232,50.60928100358759
cat.10016.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10016.jpg,cat,"(179, 198)",179,198,0.9040404040404041,255,72.55220782693694
cat.10017.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10017.jpg,cat,"(500, 280)",500,280,1.7857142857142858,221,58.80995457172098
cat.10018.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10018.jpg,cat,"(499, 454)",499,454,1.0991189427312775,255,62.74652712097931
cat.10019.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10019.jpg,cat,"(246, 301)",246,301,0.8172757475083057,243,38.79331905472446
cat.1002.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.1002.jpg,cat,"(379, 407)",379,407,0.9312039312039312,255,50.53681929311885
cat.10020.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10020.jpg,cat,"(320, 423)",320,423,0.7565011820330969,255,49.46280599586833
cat.10021.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10021.jpg,cat,"(423, 417)",423,417,1.014388489208633,255,49.24565038948808
cat.10022.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10022.jpg,cat,"(500, 448)",500,448,1.1160714285714286,255,54.93224155914635
cat.10023.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10023.jpg,cat,"(349, 336)",349,336,1.0386904761904763,255,60.046250205258055
cat.10024.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10024.jpg,cat,"(325, 431)",325,431,0.7540603248259861,255,70.5765703079179
cat.10025.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10025.jpg,cat,"(153, 251)",153,251,0.6095617529880478,255,79.86339355643021
cat.10026.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10026.jpg,cat,"(400, 491)",400,491,0.814663951120163,226,45.25401196910108
cat.10027.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10027.jpg,cat,"(500, 332)",500,332,1.5060240963855422,255,78.07764742046848
cat.10028.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10028.jpg,cat,"(180, 134)",180,134,1.3432835820895523,226,60.53812036924601
cat.10029.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10029.jpg,cat,"(385, 500)",385,500,0.77,251,38.922470726112614
cat.1003.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.1003.jpg,cat,"(259, 269)",259,269,0.9628252788104089,255,62.7728044440457
cat.10030.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10030.jpg,cat,"(500, 462)",500,462,1.0822510822510822,255,65.23702652446991
cat.10031.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10031.jpg,cat,"(500, 374)",500,374,1.3368983957219251,248,50.50830351193024
cat.10032.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10032.jpg,cat,"(159, 120)",159,120,1.325,243,54.72191584569264
cat.10033.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10033.jpg,cat,"(500, 374)",500,374,1.3368983957219251,255,78.62629882584687
cat.10034.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10034.jpg,cat,"(500, 390)",500,390,1.2820512820512822,255,74.24844104848263
cat.10035.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10035.jpg,cat,"(356, 391)",356,391,0.9104859335038363,255,80.33205263655928
cat.10036.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10036.jpg,cat,"(300, 263)",300,263,1.1406844106463878,239,64.15133042671495
cat.10037.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10037.jpg,cat,"(434, 276)",434,276,1.5724637681159421,255,54.31422322200207
cat.10038.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10038.jpg,cat,"(299, 300)",299,300,0.9966666666666667,255,92.90046859121588
cat.10039.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10039.jpg,cat,"(360, 500)",360,500,0.72,255,50.95434199242937
cat.1004.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.1004.jpg,cat,"(499, 375)",499,375,1.3306666666666667,255,67.46045851530656
cat.10040.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10040.jpg,cat,"(499, 375)",499,375,1.3306666666666667,255,79.54298425808443
cat.10041.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10041.jpg,cat,"(500, 440)",500,440,1.1363636363636365,244,45.31755707537722
cat.10042.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10042.jpg,cat,"(319, 480)",319,480,0.6645833333333333,255,79.00914295660449
cat.10043.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10043.jpg,cat,"(500, 406)",500,406,1.2315270935960592,253,44.44884677479933
cat.10044.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10044.jpg,cat,"(378, 273)",378,273,1.3846153846153846,248,49.282031875783325
cat.10045.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10045.jpg,cat,"(500, 374)",500,374,1.3368983957219251,254,47.90825933705112
cat.10046.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10046.jpg,cat,"(373, 336)",373,336,1.1101190476190477,255,81.07476952268621
cat.10047.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10047.jpg,cat,"(451, 500)",451,500,0.902,255,55.39859063453686
cat.10048.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10048.jpg,cat,"(385, 384)",385,384,1.0026041666666667,255,61.78354129610532
cat.10049.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10049.jpg,cat,"(231, 422)",231,422,0.54739336492891,250,61.55720814298743
cat.1005.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.1005.jpg,cat,"(500, 333)",500,333,1.5015015015015014,255,60.05835734771827
cat.10050.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10050.jpg,cat,"(450, 469)",450,469,0.9594882729211087,255,53.1359211828185
cat.10051.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10051.jpg,cat,"(432, 450)",432,450,0.96,255,66.00835248739375
cat.10052.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10052.jpg,cat,"(345, 500)",345,500,0.69,255,66.36332404404772
cat.10053.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10053.jpg,cat,"(299, 400)",299,400,0.7475,255,68.2749295959552
cat.10054.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10054.jpg,cat,"(499, 390)",499,390,1.2794871794871794,237,53.63853319233977
cat.10055.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10055.jpg,cat,"(499, 403)",499,403,1.2382133995037221,255,36.533014539696936
cat.10056.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10056.jpg,cat,"(248, 299)",248,299,0.8294314381270903,249,58.86287313421704
cat.10057.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10057.jpg,cat,"(331, 500)",331,500,0.662,255,72.11219797028632
cat.10058.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10058.jpg,cat,"(499, 462)",499,462,1.08008658008658,255,36.46087654474476
cat.10059.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10059.jpg,cat,"(432, 394)",432,394,1.0964467005076142,241,41.10179419409237
cat.1006.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.1006.jpg,cat,"(499, 375)",499,375,1.3306666666666667,254,31.233702738180508
cat.10060.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10060.jpg,cat,"(499, 427)",499,427,1.1686182669789227,255,76.39830914755296
cat.10061.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10061.jpg,cat,"(349, 262)",349,262,1.33206106870229,255,70.41328862238606
cat.10062.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10062.jpg,cat,"(499, 360)",499,360,1.386111111111111,255,75.9607450292891
cat.10063.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10063.jpg,cat,"(375, 499)",375,499,0.751503006012024,255,62.83539423361088
cat.10064.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10064.jpg,cat,"(499, 313)",499,313,1.5942492012779552,255,69.26713850684305
cat.10065.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10065.jpg,cat,"(200, 192)",200,192,1.0416666666666667,242,42.39500978757807
cat.10066.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10066.jpg,cat,"(221, 250)",221,250,0.884,255,69.61376295908633
cat.10067.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10067.jpg,cat,"(426, 388)",426,388,1.097938144329897,255,47.60310331483073
cat.10068.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10068.jpg,cat,"(320, 500)",320,500,0.64,255,41.34454503254207
cat.10069.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10069.jpg,cat,"(499, 391)",499,391,1.2762148337595909,255,69.28009875956364
cat.1007.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.1007.jpg,cat,"(500, 374)",500,374,1.3368983957219251,248,71.7421862467465
cat.10070.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10070.jpg,cat,"(397, 320)",397,320,1.240625,255,63.44088039708735
cat.10071.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10071.jpg,cat,"(499, 302)",499,302,1.6523178807947019,208,37.26496522504563
cat.10072.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10072.jpg,cat,"(332, 500)",332,500,0.664,255,50.17259522852237
cat.10073.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10073.jpg,cat,"(497, 479)",497,479,1.0375782881002087,255,85.74583719081917
cat.10074.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10074.jpg,cat,"(500, 437)",500,437,1.1441647597254005,255,73.83106187201085
cat.10075.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10075.jpg,cat,"(288, 215)",288,215,1.3395348837209302,255,59.65679018819567
cat.10076.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10076.jpg,cat,"(500, 332)",500,332,1.5060240963855422,249,92.6194523744192
cat.10077.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10077.jpg,cat,"(381, 338)",381,338,1.1272189349112427,255,52.68144915752963
cat.10078.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10078.jpg,cat,"(249, 183)",249,183,1.360655737704918,208,58.359619480460516
cat.10079.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10079.jpg,cat,"(215, 216)",215,216,0.9953703703703703,255,69.85530339491058
cat.1008.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.1008.jpg,cat,"(328, 368)",328,368,0.8913043478260869,255,69.06969163582096
cat.10080.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10080.jpg,cat,"(500, 346)",500,346,1.4450867052023122,255,61.85429507460066
cat.10081.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10081.jpg,cat,"(500, 333)",500,333,1.5015015015015014,237,48.38768913907167
cat.10082.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10082.jpg,cat,"(499, 375)",499,375,1.3306666666666667,255,53.399185730986794
cat.10083.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10083.jpg,cat,"(499, 375)",499,375,1.3306666666666667,251,65.58890078058062
cat.10084.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10084.jpg,cat,"(467, 500)",467,500,0.934,255,86.41465967984169
cat.10085.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10085.jpg,cat,"(499, 406)",499,406,1.229064039408867,254,73.0856666600728
cat.10086.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10086.jpg,cat,"(500, 332)",500,332,1.5060240963855422,255,63.99379083877337
cat.10087.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10087.jpg,cat,"(350, 299)",350,299,1.1705685618729098,255,62.72919027734928
cat.10088.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10088.jpg,cat,"(374, 499)",374,499,0.749498997995992,255,54.598447717546094
cat.10089.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10089.jpg,cat,"(299, 217)",299,217,1.3778801843317972,255,52.04210067169993
cat.1009.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.1009.jpg,cat,"(353, 400)",353,400,0.8825,254,77.31725150472651
cat.10090.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10090.jpg,cat,"(499, 375)",499,375,1.3306666666666667,255,62.147939145598556
cat.10091.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10091.jpg,cat,"(141, 181)",141,181,0.7790055248618785,234,56.55784521480671
cat.10092.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10092.jpg,cat,"(359, 268)",359,268,1.3395522388059702,255,57.795222224203705
cat.10093.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10093.jpg,cat,"(500, 374)",500,374,1.3368983957219251,255,79.53643751491197
cat.10094.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10094.jpg,cat,"(288, 215)",288,215,1.3395348837209302,255,60.67454374584556
cat.10095.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10095.jpg,cat,"(499, 375)",499,375,1.3306666666666667,255,66.49294237544248
cat.10096.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10096.jpg,cat,"(499, 375)",499,375,1.3306666666666667,236,58.82214871796616
cat.10097.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10097.jpg,cat,"(368, 411)",368,411,0.8953771289537713,255,61.819658379220485
cat.10098.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10098.jpg,cat,"(499, 375)",499,375,1.3306666666666667,255,66.64304072578412
cat.10099.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10099.jpg,cat,"(499, 375)",499,375,1.3306666666666667,255,68.1648853200677
cat.101.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.101.jpg,cat,"(296, 200)",296,200,1.48,255,74.04840835670807
cat.1010.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.1010.jpg,cat,"(500, 374)",500,374,1.3368983957219251,255,70.14480524191697
cat.10100.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10100.jpg,cat,"(222, 220)",222,220,1.009090909090909,255,35.199433814211275
cat.10101.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10101.jpg,cat,"(499, 407)",499,407,1.2260442260442261,255,69.76753568068509
cat.10102.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10102.jpg,cat,"(499, 375)",499,375,1.3306666666666667,255,66.11141813918341
cat.10103.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10103.jpg,cat,"(341, 299)",341,299,1.140468227424749,255,72.43366481935097
cat.10104.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10104.jpg,cat,"(499, 375)",499,375,1.3306666666666667,236,49.86136495073562
cat.10105.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10105.jpg,cat,"(500, 281)",500,281,1.7793594306049823,255,57.52442460080695
cat.10106.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10106.jpg,cat,"(499, 375)",499,375,1.3306666666666667,255,76.73330055689122
cat.10107.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10107.jpg,cat,"(85, 86)",85,86,0.9883720930232558,248,80.5025527968782
cat.10108.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10108.jpg,cat,"(500, 374)",500,374,1.3368983957219251,252,28.370448530860248
cat.10109.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10109.jpg,cat,"(500, 365)",500,365,1.36986301369863,248,59.374787941772674
cat.1011.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.1011.jpg,cat,"(500, 273)",500,273,1.8315018315018314,255,55.12841107654726
cat.10110.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10110.jpg,cat,"(285, 448)",285,448,0.6361607142857143,255,66.05496328482627
cat.10111.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10111.jpg,cat,"(499, 375)",499,375,1.3306666666666667,255,50.40380427241261
cat.10112.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10112.jpg,cat,"(299, 470)",299,470,0.6361702127659574,254,59.13715471842192
cat.10113.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10113.jpg,cat,"(432, 497)",432,497,0.869215291750503,255,54.34632592276603
cat.10114.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10114.jpg,cat,"(301, 500)",301,500,0.602,247,51.70936431539622
cat.10115.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10115.jpg,cat,"(338, 360)",338,360,0.9388888888888889,255,63.69649479980382
cat.10116.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10116.jpg,cat,"(431, 499)",431,499,0.8637274549098196,255,82.20875672686114
cat.10117.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10117.jpg,cat,"(447, 403)",447,403,1.1091811414392059,255,75.95875304487573
cat.10118.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10118.jpg,cat,"(438, 423)",438,423,1.0354609929078014,255,90.52923665518445
cat.10119.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10119.jpg,cat,"(179, 463)",179,463,0.38660907127429806,255,48.81790322935063
cat.1012.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.1012.jpg,cat,"(500, 374)",500,374,1.3368983957219251,255,66.05064541744814
cat.10120.jpg,/Users/SadiXD/Desktop/tensorflow_practice/Cats vs. Dogs/cats_vs_dogs/train/cat.10120.jpg,cat,"(499, 375)",499,375,1.3306666666666667,255,46.738668537081416
